Internal index number,CPS identifier,[Fe/H],mass,,err_[Fe/H],logg,err_logg,Radius,err_R,,err_mass,GG?,Teff,err_Teff
488,88218,-0.143,1.035,,0.061,3.959,0.022,1.762,0.041,,0.031,,5766.5,96.2
489,88371,-0.203,0.868,,0.056,4.267,0.021,1.133,0.026,,0.019,,5749.8,55.2
490,88725,-0.528,0.789,,0.057,4.388,0.015,0.939,0.016,,0.013,,5825.7,49.9
491,88986,0.078,1.104,,0.063,4.063,0.036,1.614,0.038,,0.068,,5837.3 1,6.6
492,89269,-0.138,0.871,,0.059,4.424,0.031,0.945,0.021,,0.039,,5635.7,80.7
493,89391,-0.131,1.138,,0.06,3.196,0.064,4.445,0.101,,0.151,,4865.8,66.1
494,90125,-0.144,1.477,,0.059,2.927,0.056,6.923,0.185,,0.169,,4842.1,59.1
495,90156,-0.18,0.856,,0.06,4.44,0.03,0.92,0.02,,0.038,,5629.6,80.5
496,9070,0.35,1.122,,0.058,4.411,0.024,1.091,0.02,,0.043,,5726.7,78.6
497,90711,0.311,0.996,,0.059,4.437,0.033,0.999,0.022,,0.047,,5449.3,86.9
498,90722,0.335,1.124,,0.058,4.215,0.029,1.371,0.031,,0.052,,5677,79.6
499,91204,0.211,1.155,,0.059,4.21,0.028,1.396,0.033,,0.05,,5843,91.1
500,92222a,0.187,1.02,,0.058,4.502,0.016,0.942,0.017,,0.031,,5549.4,65
501,92719,-0.103,0.937,,0.058,4.425,0.034,0.98,0.023,,0.048,,5774.6,90.7
502,92788,0.277,1.076,,0.061,4.338,0.03,1.162,0.027,,0.044,,5702.3,92.4
503,9331,0.237,1.023,,0.061,4.328,0.031,1.146,0.027,,0.045,,5618.9,93.8
504,93745,0.113,1.217,,0.056,4.088,0.03,1.646,0.038,,0.066,,5952.2,78.7
505,9407,0.029,0.929,,0.06,4.366,0.03,1.045,0.024,,0.04,,5622.3,82.6
506,95128,0.026,1.005,,0.061,4.328,0.032,1.137,0.027,,0.047,,5829.2,94.8
507,9518a,0.105,1.44,,0.062,3.996,0.023,1.989,0.046,,0.041,,6258.2,99.2
508,9540a,-0.002,0.913,,0.054,4.531,0.026,0.858,0.018,,0.032,,5442.1,67.9
509,9562,0.222,1.331,,0.06,3.994,0.036,1.912,0.043,,0.082,,5891,84
510,96700,-0.181,0.9,,0.06,4.247,0.026,1.18,0.028,,0.033,,5804.3,78.5
511,97343,0.02,0.879,,0.059,4.421,0.026,0.953,0.02,,0.031,,5455.3,72.8
512,97658,-0.228,0.772,,0.057,4.567,0.024,0.754,0.013,,0.03,,5194,67.4
513,9826,0.122,1.294,,0.063,4.125,0.025,1.622,0.039,,0.041,,6156.8 1,12.2
514,98281,-0.161,0.83,,0.058,4.489,0.029,0.856,0.018,,0.035,,5452.7,77.6
515,98618,0.037,0.993,,0.06,4.296,0.031,1.172,0.028,,0.044,,5780.3,94.5
516,99109,0.384,0.969,,0.055,4.436,0.031,0.986,0.021,,0.044,,5323.9,82.5
517,99491,0.331,1.02,,0.06,4.462,0.028,0.982,0.019,,0.044,,5465.4,78.6
518,99492,0.278,0.856,,0.06,4.539,0.025,0.823,0.015,,0.031,,4936.5,63.4
519,9986,0.089,1.032,,0.06,4.397,0.032,1.064,0.025,,0.05,,5795.8,91.3
520,bd-103166,0.37,1,,0.057,4.465,0.03,0.97,0.021,,0.044,,5382.6,78.5
521,g161-29,0.047,0.784,,0.055,4.547,0.018,0.778,0.012,,0.023,,4909.2,59.2
522,g60-06,0.107,0.847,,0.058,4.535,0.027,0.821,0.016,,0.034,,5082.1,67.7
523,hip103269,-1.64,0.621,,0.061,4.743,0.018,0.555,0.013,,0.019,,5286.9,96.4
524,hip10449,-0.76,0.751,,0.053,4.428,0.01,0.875,0.01,,0.009,,5918.9,35.9
525,hip106924,-1.67,0.9,,0.06,4.484,0.01,0.9,0.05,,0.05,,0,0
526,hip114914,0.144,1.106,,0.06,4.321,0.087,1.185,0.134,,0.056,,5892.1,95.8
527,hip15904,-1.55,0.645,,0.062,4.723,0.021,0.58,0.015,,0.023,,5452.2 1,1
528,hip16404,-1.863,0.619,,0.061,4.75,0.1,0.578,0.005,,0.017,,5490.6,40.2
529,hip52942a,-0.161,1.223,,0.059,4.027,0.034,1.764,0.041,,0.072,,6283.4,90.4
530,hip57450,-1.392,0.636,,0.06,4.718,0.021,0.578,0.014,,0.021,,5332.2,99
531,hip80295,0.033,0.782,,0.058,4.58,0.021,0.749,0.013,,0.027,,4838,63.6
532,hip87062,-1.513,0.713,,0.061,4.678,0.028,0.642,0.02,,0.027,<20 points,5849.7,99.3
533,hip89215,-0.863,0.652,,0.249,4.625,0.008,0.651,0.005,,0.009,<20 points,5334.2,14.7
534,s101438b,0.085,0.933,,0.06,4.298,0.109,1.119,0.159,,0.038,,5540.5,78.5
535,s11844,0.049,1.207,,0.062,4.257,0.087,1.331,0.157,,0.064,,6238,98.6
536,103932,0.117,0.722,,0.074,4.618,0.016,0.69,0.012,,0.022,,4441.5,51.7
537,10436,-0.189,0.632,,0.072,4.655,0.011,0.618,0.009,,0.015,,4368.4,51.7
538,10853,-0.045,0.721,,0.077,4.614,0.017,0.693,0.013,,0.024,,4639.1,70.4
539,110315,0.068,0.718,,0.053,4.592,0.009,0.709,0.005,,0.014,,4555.8,38.8
540,111631,0.324,0.677,,0.075,4.642,0.012,0.649,0.008,,0.013,,4077.8,34.9
541,119850,-0.223,0.48,,0.055,4.8,0.007,0.456,0.005,,0.008,M star,3836.6,19.4
542,120467,0.242,0.732,,0.072,4.604,0.015,0.704,0.009,,0.019,,4380.9,45
543,120476a,0.039,0.737,,0.089,4.604,0.03,0.706,0.037,,0.044,,4599.1 1,11.6
544,122064,0.147,0.798,,0.081,4.556,0.019,0.776,0.012,,0.027,,4826.7,67.4
545,122120,0.185,0.738,,0.069,4.596,0.014,0.714,0.009,,0.018,,4479.4,51.9
546,122303,-0.009,0.518,,0.078,4.769,0.009,0.49,0.008,,0.01,M star,3807.5,32.4
547,124642,0.104,0.764,,0.081,4.594,0.018,0.729,0.013,,0.025,,4660.5,70.9
548,1326,-0.391,0.4,,0.087,4.888,0.009,0.375,0.007,,0.008 1,M star,3742.7,30.2
549,1326b,-0.302,0.157,,0.077,5.132,0.011,0.179,0.005,,0.005 1,M star,3342,47.7
550,139477,0.03,0.74,,0.078,4.608,0.017,0.708,0.012,,0.025,,4629.6,67.6
551,147379a,0.114,0.648,,0.071,4.65,0.01,0.628,0.007,,0.014,,4126.1,37.6
552,147379b,0.044,0.36,,0.089,4.9,0.044,0.351,0.042,,0.052 1,M star,3444.8,71.8
553,148467,0.012,0.675,,0.067,4.629,0.012,0.658,0.008,,0.016,,4361.2,47.2
554,151288,0.056,0.653,,0.075,4.647,0.011,0.634,0.009,,0.015,,4202.8,44.9
555,151995,0.068,0.774,,0.077,4.575,0.019,0.749,0.013,,0.027,,4784.7,67.1
556,154363,-0.234,0.639,,0.067,4.645,0.01,0.629,0.006,,0.014,,4489.7,49.4
557,156026,-0.13,0.662,,0.066,4.638,0.013,0.644,0.009,,0.017,,4461.1,51.6
558,157881,0.166,0.674,,0.074,4.64,0.013,0.649,0.009,,0.016,,4178.6,44.8
559,16160,-0.036,0.752,,0.073,4.584,0.018,0.731,0.012,,0.026,,4813.5,72.9
560,165222,-0.172,0.469,,0.081,4.815,0.01,0.443,0.008,,0.009,M star,3780.9,32.8
561,170493,0.206,0.793,,0.079,4.562,0.018,0.769,0.011,,0.024,,4738.7,62.5
562,17230,0.166,0.711,,0.071,4.613,0.013,0.686,0.009,,0.019,,4358.3,49.9
563,173739,-0.22,0.335,,0.079,4.938,0.011,0.324,0.007,,0.01  1,M star,3586.4,38.7
564,173740,-0.118,0.257,,0.064,4.996,0.013,0.266,0.007,,0.008 1,M star,3416.9,44.9
565,173818,-0.147,0.623,,0.075,4.663,0.012,0.608,0.009,,0.014,,4276.6,47.5
566,174080,0.112,0.764,,0.081,4.587,0.018,0.735,0.013,,0.025,,4673.7,71.2
567,17660,0.268,0.756,,0.069,4.584,0.013,0.732,0.008,,0.018,,4493.7,43.2
568,180617,0.167,0.496,,0.079,4.795,0.009,0.466,0.008,,0.01  1,M star,3667.1,33.7
569,190007,0.209,0.76,,0.074,4.586,0.016,0.732,0.01,,0.022,,4559.4,51.7
570,193202,0.235,0.703,,0.071,4.617,0.012,0.681,0.007,,0.015,,4257.8,39.8
571,195019b,-0.025,0.58,,0.091,4.706,0.027,0.558,0.031,,0.031,M star,3991.4,70.6
572,199305,-0.041,0.546,,0.073,4.738,0.009,0.522,0.007,,0.01,M star,3902.2,32.1
573,201091,-0.323,0.596,,0.072,4.688,0.012,0.579,0.009,,0.014,M star,4311.5,49.5
574,201092,-0.395,0.623,,0.054,4.65,0.015,0.623,0.007,,0.018,,0,0
575,202751,-0.024,0.754,,0.07,4.582,0.018,0.733,0.012,,0.026,,4805.8,69.7
576,204587,0.071,0.671,,0.072,4.634,0.012,0.652,0.008,,0.016,,4270.7,45.5
577,209290,0.092,0.586,,0.08,4.707,0.01,0.561,0.009,,0.012,M star,3927.8,37.8
578,21197,0.32,0.771,,0.071,4.568,0.011,0.754,0.006,,0.014,,4552.6,41
579,213042,0.199,0.792,,0.079,4.567,0.02,0.764,0.012,,0.026,,4730.6,64
580,214749,0.088,0.721,,0.074,4.609,0.015,0.696,0.012,,0.022,,4494.3,52.7
581,216899,0.245,0.577,,0.079,4.724,0.01,0.544,0.008,,0.01,M star,3803.4,28.7
582,217357,0.025,0.625,,0.073,4.667,0.01,0.606,0.008,,0.014,,4112.7,41.6
583,217987,-0.19,0.467,,0.081,4.818,0.01,0.44,0.008,,0.009,M star,3783.9,32.6
584,225213,-0.4,0.387,,0.083,4.901,0.009,0.364,0.007,,0.008 1,M star,3727,30.2
585,232979,-0.086,0.59,,0.075,4.694,0.01,0.571,0.009,,0.012,M star,4076.7,40.3
586,239960,-0.066,0.333,,0.078,4.932,0.013,0.326,0.009,,0.011 1,M star,3493.3,52.1
587,24451,0.088,0.726,,0.073,4.607,0.015,0.699,0.011,,0.022,,4517.4,54.8
588,245409,0.066,0.619,,0.077,4.676,0.011,0.597,0.01,,0.014,,4053.3,40.6
589,24916,0.088,0.726,,0.074,4.609,0.015,0.698,0.012,,0.022,,4511.2,55.4
590,265866,-0.004,0.372,,0.075,4.898,0.011,0.359,0.008,,0.009 1,M star,3515,48.6
591,281540,-0.525,0.636,,0.076,4.661,0.015,0.616,0.009,,0.017,,4768.4,72.1
592,28343,0.375,0.704,,0.068,4.627,0.013,0.674,0.009,,0.015,,4160.8,39.9
593,285968,0.147,0.509,,0.081,4.784,0.009,0.478,0.008,,0.01  1,M star,3703.5,32.1
594,31560,0.13,0.774,,0.081,4.586,0.018,0.741,0.013,,0.027,,4696.9,72
595,32147,0.186,0.799,,0.078,4.552,0.018,0.78,0.011,,0.025,,4805.5,65.1
596,33793,-0.532,0.269,,0.081,5.007,0.013,0.268,0.006,,0.009 1,M star,3671.1,30.1
597,36003,0.155,0.736,,0.068,4.591,0.013,0.717,0.008,,0.018,,4518.1,50.4
598,36395,0.397,0.619,,0.062,4.69,0.011,0.587,0.009,,0.011,,3849.4,26.2
599,38a,0.034,0.617,,0.075,4.675,0.01,0.596,0.009,,0.012,,4076,38.6
600,38b,0.054,0.616,,0.078,4.677,0.01,0.595,0.009,,0.012,,4052.8,39.3
601,39715,-0.041,0.742,,0.075,4.596,0.017,0.716,0.013,,0.025,,4750.6,74.3
602,42581,0.15,0.565,,0.078,4.73,0.009,0.536,0.008,,0.011,M star,3829.3,33
603,4614b,-0.213,0.584,,0.075,4.693,0.01,0.569,0.008,,0.012,M star,4169.8,40.9
604,47752,-0.049,0.73,,0.076,4.606,0.017,0.702,0.013,,0.024,,4690.5,72.6
605,50281,0.017,0.737,,0.079,4.611,0.017,0.703,0.012,,0.024,,4622.8,67
606,52919,0.073,0.744,,0.078,4.602,0.017,0.713,0.013,,0.024,,4608.7,65.1
607,65277,-0.059,0.737,,0.073,4.593,0.017,0.716,0.012,,0.024,,4770.7,72.3
608,75732b,0.128,0.3,,0.079,4.932,0.057,0.309,0.051,,0.06  1,M star,3232.2,69.2
609,79210,-0.029,0.606,,0.069,4.68,0.01,0.588,0.008,,0.012,,4089.3,37.9
610,79211,-0.1,0.579,,0.078,4.703,0.01,0.56,0.009,,0.012,M star,4050.1,39.9
611,84035,0.269,0.77,,0.07,4.572,0.013,0.75,0.008,,0.017,,4577.3,43.7
612,88230,-0.04,0.631,,0.071,4.66,0.011,0.613,0.009,,0.014,,4199.3,44
613,90875,0.309,0.774,,0.074,4.566,0.011,0.757,0.007,,0.016,,4575.3,41.1
614,95650,-0.007,0.562,,0.078,4.725,0.009,0.538,0.008,,0.011,M star,3921.6,34.5
615,95735,-0.361,0.392,,0.082,4.895,0.009,0.369,0.007,,0.008 1,M star,3719.9,28.3
616,97101,0.243,0.695,,0.072,4.625,0.012,0.67,0.008,,0.015,,4205.9,39.6
617,97101b,0.167,0.567,,0.075,4.729,0.01,0.537,0.008,,0.01,M star,3826.2,31.5
618,g205-028,0.004,0.376,,0.076,4.895,0.011,0.362,0.008,,0.009 1,"<20 datapoints, M star",3516.9,47.5
619,g207-019,-0.042,0.361,,0.081,4.909,0.012,0.349,0.009,,0.009 1,M star,3522.9,49.7
620,gl109,-0.049,0.37,,0.082,4.902,0.011,0.356,0.008,,0.009 1,M star,3541.1,48
621,gl2066,-0.048,0.453,,0.082,4.832,0.009,0.427,0.008,,0.009 1,M star,3686.5,33.1
622,gl226,-0.01,0.428,,0.083,4.855,0.009,0.405,0.008,,0.01  1,M star,3622.1,37.2
623,gl239,-0.4,0.46,,0.083,4.822,0.01,0.435,0.008,,0.009,M star,3868.4,31.2
624,gl250b,0.098,0.46,,0.083,4.825,0.009,0.434,0.008,,0.01  1,M star,3626.7,36.5
625,gl26,-0.012,0.441,,0.082,4.844,0.009,0.416,0.007,,0.009 1,M  star,3645.1,35.3
626,gl273,-0.016,0.307,,0.07,4.946,0.015,0.308,0.009,,0.011 1,M star,3418.2,56.1
627,gl317,0.301,0.453,,0.076,4.822,0.012,0.432,0.008,,0.009 1,M star,3492.7,44.6
628,gl357,-0.17,0.354,,0.079,4.922,0.01,0.34,0.008,,0.009 1,M star,3580.9,37.5
629,gl382,0.19,0.535,,0.082,4.761,0.009,0.504,0.008,,0.011,M star,3738.5,31.3
630,gl388,0.016,0.438,,0.071,4.846,0.009,0.414,0.006,,0.008 1,M star,3627.4,30.5
631,gl393,-0.083,0.44,,0.083,4.845,0.01,0.415,0.008,,0.009 1,M star,3680.4,33
632,gl397,0.225,0.699,,0.065,4.617,0.011,0.679,0.006,,0.013,,4253.1,39.3
633,gl406,-0.224,0.104,,0.062,5.251,0.013,0.127,0.003,,0.003 1,M star,3027.2,34.6
634,gl4063,0.224,0.375,,0.099,4.871,0.036,0.37,0.035,,0.042 1,M star,3301,74.6
635,gl408,-0.038,0.398,,0.085,4.881,0.01,0.378,0.008,,0.009 1,M star,3583.3,40.7
636,gl412a,-0.394,0.387,,0.083,4.901,0.009,0.365,0.007,,0.008 1,M star,3724.8,30.1
637,gl433,-0.014,0.482,,0.082,4.805,0.009,0.454,0.008,,0.009 1,M star,3727.1,31.6
638,gl445,-0.089,0.25,,0.065,5.002,0.014,0.261,0.007,,0.008 1,M star,3376.8,50.4
639,gl450,-0.08,0.469,,0.082,4.816,0.009,0.442,0.008,,0.009 1,M star,3737.5,34
640,gl47,-0.123,0.393,,0.081,4.889,0.009,0.372,0.007,,0.009 1,M star,3614.5,35.1
641,gl48,0.132,0.482,,0.074,4.806,0.008,0.453,0.007,,0.009 1,M star,3655.3,30.4
642,gl486,0.086,0.339,,0.057,4.913,0.014,0.336,0.009,,0.01  1,M star,3345.1,57
643,gl49,0.179,0.563,,0.075,4.734,0.009,0.532,0.008,,0.012,M star,3808.1,31.5
644,gl514,-0.114,0.507,,0.079,4.777,0.01,0.481,0.008,,0.01,M star,3837.7,33.2
645,gl528b,-0.046,0.7,,0.061,4.62,0.02,0.679,0.024,,0.03,,0,0
646,gl569a,0.09,0.496,,0.08,4.795,0.009,0.466,0.008,,0.01  1,M star,3703,31.7
647,gl625,-0.363,0.317,,0.083,4.957,0.011,0.309,0.007,,0.01  1,M star,3637.5,32.9
648,gl667c,-0.338,0.326,,0.083,4.951,0.011,0.315,0.007,,0.01  1,M star,3634.9,32.6
649,gl686,-0.265,0.444,,0.085,4.842,0.01,0.417,0.008,,0.009 1,M star,3770.7,31.3
650,gl687,0.063,0.418,,0.078,4.859,0.01,0.397,0.008,,0.009 1,M star,3561.3,41.8
651,gl694,0.061,0.449,,0.079,4.835,0.01,0.423,0.008,,0.009 1,M star,3623.5,35.7
652,gl699,-0.294,0.156,,0.078,5.134,0.011,0.177,0.005,,0.004 1,M star,3332.2,47.8
653,gl745a,-0.379,0.314,,0.082,4.96,0.012,0.306,0.007,,0.01  1,M star,3641.8,32.2
654,gl745b,-0.377,0.315,,0.082,4.959,0.011,0.307,0.007,,0.01  1,M star,3641.6,32.2
655,gl793,-0.009,0.394,,0.081,4.883,0.01,0.375,0.008,,0.01  1,M star,3559.1,41.5
656,gl803,0.194,0.577,,0.09,4.72,0.03,0.547,0.034,,0.034,M star,3835.8,69.3
657,gl806,-0.117,0.432,,0.083,4.853,0.009,0.407,0.008,,0.009 1,M star,3680.5,32.8
658,gl83.1,-0.14,0.148,,0.069,5.134,0.012,0.172,0.004,,0.004 1,M star,3185,40
659,gl87,-0.354,0.444,,0.084,4.84,0.009,0.418,0.007,,0.008,M star,3812.9,30.5
660,gl876,0.213,0.37,,0.064,4.875,0.012,0.367,0.008,,0.009 1,M star,3293.7,48.4
661,gl905,-0.028,0.149,,0.064,5.121,0.013,0.176,0.005,,0.004 1,M star,3114.9,45.8
662,gl908,-0.461,0.408,,0.084,4.879,0.009,0.384,0.007,,0.009 1,M star,3787,29.1
663,hip103039,0.024,0.246,,0.061,4.994,0.015,0.261,0.008,,0.008 1,M star,3257.2,55.2
664,hip104432,-0.491,0.352,,0.085,4.933,0.009,0.335,0.007,,0.009 1,M star,3719,29.4
665,hip109388,0.396,0.496,,0.062,4.791,0.009,0.468,0.007,,0.009 1,M star,3562.7,30.5
666,hip11048,0.22,0.603,,0.079,4.698,0.01,0.575,0.009,,0.012,,3891.2,35
667,hip112460,-0.067,0.327,,0.071,4.933,0.011,0.322,0.008,,0.011 1,M star,3484.5,47.1
668,hip115332,0.311,0.415,,0.071,4.844,0.014,0.403,0.01,,0.009 1,M star,3366.7,49.2
669,hip117886,0.065,0.574,,0.079,4.717,0.01,0.549,0.009,,0.011,M star,3912.7,37.1
670,hip1368,0.126,0.662,,0.074,4.644,0.011,0.641,0.009,,0.016,,4170.7,44.5
671,hip19165,-0.071,0.657,,0.066,4.639,0.012,0.641,0.008,,0.016,,4363.2,48.6
672,hip21556,-0.012,0.482,,0.081,4.806,0.009,0.453,0.008,,0.01  1,M star,3725.6,32
673,hip22627,0.183,0.393,,0.072,4.87,0.011,0.381,0.008,,0.01  1,M star,3411.8,46.6
674,hip22762,-0.165,0.416,,0.082,4.868,0.009,0.392,0.008,,0.009 1,M star,3673.9,32.6
675,hip23512,-0.122,0.279,,0.068,4.977,0.014,0.284,0.007,,0.009 1,M star,3454.4,44.9
676,hip24284,-0.054,0.448,,0.083,4.837,0.01,0.422,0.008,,0.01  1,M star,3679.7,33.5
677,hip30112,0.139,0.696,,0.074,4.621,0.013,0.674,0.01,,0.017,,4315.7,48.8
678,hip36338,0.039,0.402,,0.079,4.874,0.011,0.383,0.008,,0.009 1,M star,3540.9,42.7
679,hip36834,-0.44,0.409,,0.086,4.878,0.009,0.384,0.008,,0.009 1,M star,3780,29.6
680,hip37217,-0.119,0.298,,0.071,4.961,0.013,0.299,0.007,,0.01  1,M star,3479.9,42.8
681,hip37766,0.125,0.341,,0.056,4.905,0.013,0.34,0.009,,0.009 1,M star,3301.2,48.5
682,hip41689,-0.324,0.546,,0.077,4.728,0.009,0.527,0.007,,0.01,M star,4098.8,38.2
683,hip42220,0.136,0.643,,0.074,4.657,0.01,0.622,0.008,,0.013,,4083.7,40.7
684,hip428,-0.007,0.526,,0.081,4.761,0.009,0.5,0.008,,0.011,M star,3827.1,33.4
685,hip46655,-0.04,0.315,,0.069,4.943,0.014,0.313,0.008,,0.01  1,M star,3450.1,51.7
686,hip46769,-0.164,0.502,,0.081,4.78,0.01,0.476,0.008,,0.01,M star,3855,32.8
687,hip47513,0.041,0.487,,0.082,4.8,0.009,0.459,0.008,,0.009 1,M star,3711,31.3
688,hip48714,0.214,0.619,,0.08,4.686,0.011,0.59,0.01,,0.012,,3934.1,35.8
689,hip51007,0.067,0.54,,0.08,4.751,0.009,0.512,0.008,,0.01,M star,3817.7,33.8
690,hip53020,0.086,0.291,,0.056,4.946,0.015,0.3,0.009,,0.01  1,M star,3265.1,55.9
691,hip54532,-0.03,0.465,,0.077,4.822,0.009,0.438,0.008,,0.009 1,M star,3703.2,32.2
692,hip55360,-0.291,0.477,,0.067,4.803,0.008,0.453,0.006,,0.008,M star,3863.5,25.7
693,hip5643,-0.23,0.135,,0.077,5.172,0.013,0.158,0.004,,0.003 1,M star,3192.9,45.2
694,hip57050,0.16,0.374,,0.066,4.88,0.01,0.367,0.008,,0.009 1,M star,3357.6,48.4
695,hip57087,0.099,0.441,,0.078,4.841,0.009,0.417,0.008,,0.009 1,M star,3586.1,36.4
696,hip57548,-0.042,0.183,,0.07,5.072,0.013,0.206,0.006,,0.005 1,M star,3206,51.4
697,hip59406b,-0.06,0.371,,0.082,4.902,0.01,0.357,0.007,,0.008 1,M star,3547.4,47.3
698,hip60559,-0.414,0.252,,0.081,5.02,0.013,0.256,0.006,,0.008 1,M star,3604.5,35.1
699,hip60633,0.288,0.764,,0.074,4.576,0.012,0.743,0.007,,0.017,,4527.7,42.2
700,hip63510,0.247,0.587,,0.08,4.713,0.01,0.558,0.008,,0.011,M star,3833.4,31.6
701,hip66459,-0.2,0.551,,0.079,4.729,0.01,0.53,0.009,,0.011,M star,4023.2,39
702,hip67164,0.065,0.36,,0.064,4.898,0.014,0.353,0.01,,0.009 1,M star,3415.9,57.2
703,hip70865,0.118,0.522,,0.082,4.769,0.008,0.492,0.008,,0.01,M star,3748.9,34.2
704,hip70975,0.044,0.341,,0.059,4.916,0.014,0.336,0.01,,0.011 1,M star,3402,59.1
705,hip71253,0.168,0.326,,0.056,4.911,0.015,0.331,0.009,,0.009 1,M star,3218.1,58.3
706,hip71898,-0.226,0.4,,0.084,4.885,0.009,0.377,0.007,,0.009 1,M star,3674.8,33.3
707,hip74995,-0.088,0.319,,0.074,4.942,0.013,0.315,0.007,,0.01  1,M star,3490.4,42.5
708,hip8051,-0.073,0.414,,0.085,4.867,0.009,0.392,0.008,,0.009 1,M star,3629.9,35
709,hip80824,0.059,0.323,,0.059,4.927,0.015,0.323,0.01,,0.011 1,M star,3350.4,57.8
710,hip83043,0.044,0.53,,0.083,4.759,0.008,0.502,0.008,,0.01,M star,3807.2,33.9
711,hip84099,0.077,0.399,,0.073,4.874,0.011,0.382,0.008,,0.01  1,M star,3507.9,45.8
712,hip84790,-0.102,0.375,,0.082,4.901,0.009,0.359,0.007,,0.009 1,M star,3578.2,36.2
713,hip86961,0.207,0.548,,0.08,4.748,0.009,0.516,0.008,,0.01  1,M star,3758,32.6
714,hip91699,-0.11,0.363,,0.082,4.91,0.01,0.349,0.008,,0.009 1,M star,3562.8,39
715,hip92403,-0.214,0.176,,0.071,5.097,0.013,0.196,0.005,,0.005 1,M star,3328,52.4
716,lhs462,-0.139,0.301,,0.073,4.96,0.014,0.3,0.007,,0.01  1,M star,3497.2,43.6
717,s122446,-0.14,0.456,,0.093,4.828,0.042,0.429,0.04,,0.041,M star,3741,69.9
718,s130811,0.229,0.66,,0.09,4.656,0.02,0.632,0.024,,0.026,,4064.2,69.4